id,date,store_nbr,family,sales,onpromotion,city,state,holiday_type,cluster,daily_oil_prices,store_type,locale,locale_name,description,transferred,transactions,day_of_week,week_of_year,month,year,is_weekend
65,1/1/2013,10,SEAFOOD,0,0,Quito,Pichincha,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
66,1/1/2013,11,AUTOMOTIVE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
67,1/1/2013,11,BABY CARE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
68,1/1/2013,11,BEAUTY,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
69,1/1/2013,11,BEVERAGES,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
70,1/1/2013,11,BOOKS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
71,1/1/2013,11,BREAD/BAKERY,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
72,1/1/2013,11,CELEBRATION,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
73,1/1/2013,11,CLEANING,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
74,1/1/2013,11,DAIRY,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
75,1/1/2013,11,DELI,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
76,1/1/2013,11,EGGS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
77,1/1/2013,11,FROZEN FOODS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
78,1/1/2013,11,GROCERY I,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
79,1/1/2013,11,GROCERY II,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
80,1/1/2013,11,HARDWARE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
81,1/1/2013,11,HOME AND KITCHEN I,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
82,1/1/2013,11,HOME AND KITCHEN II,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
83,1/1/2013,11,HOME APPLIANCES,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
84,1/1/2013,11,HOME CARE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
85,1/1/2013,11,LADIESWEAR,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
86,1/1/2013,11,LAWN AND GARDEN,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
87,1/1/2013,11,LINGERIE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
88,1/1/2013,11,"LIQUOR,WINE,BEER",0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
89,1/1/2013,11,MAGAZINES,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
90,1/1/2013,11,MEATS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
91,1/1/2013,11,PERSONAL CARE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
92,1/1/2013,11,PET SUPPLIES,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
93,1/1/2013,11,PLAYERS AND ELECTRONICS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
94,1/1/2013,11,POULTRY,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
95,1/1/2013,11,PREPARED FOODS,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
96,1/1/2013,11,PRODUCE,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
97,1/1/2013,11,SCHOOL AND OFFICE SUPPLIES,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
98,1/1/2013,11,SEAFOOD,0,0,Cayambe,Pichincha,B,6,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
99,1/1/2013,12,AUTOMOTIVE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
100,1/1/2013,12,BABY CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
101,1/1/2013,12,BEAUTY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
102,1/1/2013,12,BEVERAGES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
103,1/1/2013,12,BOOKS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
104,1/1/2013,12,BREAD/BAKERY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
105,1/1/2013,12,CELEBRATION,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
106,1/1/2013,12,CLEANING,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
107,1/1/2013,12,DAIRY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
108,1/1/2013,12,DELI,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
109,1/1/2013,12,EGGS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
110,1/1/2013,12,FROZEN FOODS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
111,1/1/2013,12,GROCERY I,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
112,1/1/2013,12,GROCERY II,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
113,1/1/2013,12,HARDWARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
114,1/1/2013,12,HOME AND KITCHEN I,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
115,1/1/2013,12,HOME AND KITCHEN II,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
116,1/1/2013,12,HOME APPLIANCES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
117,1/1/2013,12,HOME CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
118,1/1/2013,12,LADIESWEAR,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
119,1/1/2013,12,LAWN AND GARDEN,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
120,1/1/2013,12,LINGERIE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
121,1/1/2013,12,"LIQUOR,WINE,BEER",0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
122,1/1/2013,12,MAGAZINES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
123,1/1/2013,12,MEATS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
124,1/1/2013,12,PERSONAL CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
125,1/1/2013,12,PET SUPPLIES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
126,1/1/2013,12,PLAYERS AND ELECTRONICS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
127,1/1/2013,12,POULTRY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
128,1/1/2013,12,PREPARED FOODS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
129,1/1/2013,12,PRODUCE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
130,1/1/2013,12,SCHOOL AND OFFICE SUPPLIES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
131,1/1/2013,12,SEAFOOD,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
132,1/1/2013,13,AUTOMOTIVE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
133,1/1/2013,13,BABY CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
134,1/1/2013,13,BEAUTY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
135,1/1/2013,13,BEVERAGES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
136,1/1/2013,13,BOOKS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
137,1/1/2013,13,BREAD/BAKERY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
138,1/1/2013,13,CELEBRATION,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
139,1/1/2013,13,CLEANING,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
140,1/1/2013,13,DAIRY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
141,1/1/2013,13,DELI,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
142,1/1/2013,13,EGGS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
143,1/1/2013,13,FROZEN FOODS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
144,1/1/2013,13,GROCERY I,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
145,1/1/2013,13,GROCERY II,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
146,1/1/2013,13,HARDWARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
147,1/1/2013,13,HOME AND KITCHEN I,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
148,1/1/2013,13,HOME AND KITCHEN II,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
149,1/1/2013,13,HOME APPLIANCES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
150,1/1/2013,13,HOME CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
151,1/1/2013,13,LADIESWEAR,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
152,1/1/2013,13,LAWN AND GARDEN,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
153,1/1/2013,13,LINGERIE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
154,1/1/2013,13,"LIQUOR,WINE,BEER",0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
155,1/1/2013,13,MAGAZINES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
156,1/1/2013,13,MEATS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
157,1/1/2013,13,PERSONAL CARE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
158,1/1/2013,13,PET SUPPLIES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
159,1/1/2013,13,PLAYERS AND ELECTRONICS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
160,1/1/2013,13,POULTRY,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
161,1/1/2013,13,PREPARED FOODS,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
162,1/1/2013,13,PRODUCE,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
163,1/1/2013,13,SCHOOL AND OFFICE SUPPLIES,0,0,Latacunga,Cotopaxi,C,15,93.14,Holiday,National,Ecuador,Primer dia del ano,FALSE,0,1,1,1,2013,0
